,Date,Airline,Number of Delays,Total Flights,Percent Delayed
4632,2018-10-26,B6,171.0,835.0,0.20479041916167665
4633,2018-10-26,DL,643.0,2900.0,0.2217241379310345
4634,2018-10-26,EV,85.0,502.0,0.1693227091633466
4635,2018-10-26,F9,83.0,363.0,0.22865013774104684
4636,2018-10-26,G4,105.0,306.0,0.3431372549019608
4637,2018-10-26,HA,23.0,240.0,0.09583333333333334
4638,2018-10-26,MQ,104.0,902.0,0.11529933481152993
4639,2018-10-26,NK,70.0,515.0,0.13592233009708737
4640,2018-10-26,OH,274.0,805.0,0.3403726708074534
4641,2018-10-26,OO,264.0,2319.0,0.11384217335058215
4642,2018-10-26,UA,208.0,1885.0,0.1103448275862069
4643,2018-10-26,WN,1037.0,3882.0,0.2671303451828954
4644,2018-10-26,YV,130.0,653.0,0.1990811638591118
4645,2018-10-26,YX,92.0,934.0,0.09850107066381156
4646,2018-10-27,9E,34.0,363.0,0.09366391184573003
4647,2018-10-27,AA,263.0,2248.0,0.11699288256227758
4648,2018-10-27,AS,64.0,640.0,0.1
4649,2018-10-27,B6,148.0,689.0,0.21480406386066764
4650,2018-10-27,DL,113.0,1925.0,0.0587012987012987
4651,2018-10-27,EV,84.0,364.0,0.23076923076923078
4652,2018-10-27,F9,103.0,324.0,0.31790123456790126
4653,2018-10-27,G4,22.0,165.0,0.13333333333333333
4654,2018-10-27,HA,21.0,234.0,0.08974358974358974
4655,2018-10-27,MQ,42.0,646.0,0.06501547987616099
4656,2018-10-27,NK,62.0,494.0,0.12550607287449392
4657,2018-10-27,OH,72.0,640.0,0.1125
4658,2018-10-27,OO,193.0,1664.0,0.11598557692307693
4659,2018-10-27,UA,214.0,1509.0,0.1418157720344599
4660,2018-10-27,WN,339.0,3021.0,0.11221449851042702
4661,2018-10-27,YV,61.0,558.0,0.10931899641577061
4662,2018-10-27,YX,123.0,649.0,0.18952234206471494
4663,2018-10-28,9E,34.0,563.0,0.06039076376554174
4664,2018-10-28,AA,316.0,2519.0,0.12544660579595077
4665,2018-10-28,AS,96.0,710.0,0.1352112676056338
4666,2018-10-28,B6,139.0,822.0,0.16909975669099755
4667,2018-10-28,DL,130.0,2310.0,0.05627705627705628
4668,2018-10-28,EV,86.0,523.0,0.16443594646271512
4669,2018-10-28,F9,93.0,353.0,0.26345609065155806
4670,2018-10-28,G4,48.0,346.0,0.13872832369942195
4671,2018-10-28,HA,16.0,240.0,0.06666666666666667
4672,2018-10-28,MQ,82.0,842.0,0.09738717339667459
4673,2018-10-28,NK,39.0,504.0,0.07738095238095238
4674,2018-10-28,OH,85.0,782.0,0.10869565217391304
4675,2018-10-28,OO,240.0,1966.0,0.12207527975584945
4676,2018-10-28,UA,159.0,1680.0,0.09464285714285714
4677,2018-10-28,WN,678.0,3658.0,0.18534718425369054
4678,2018-10-28,YV,82.0,615.0,0.13333333333333333
4679,2018-10-28,YX,41.0,808.0,0.050742574257425746
4680,2018-10-29,9E,32.0,586.0,0.05460750853242321
4681,2018-10-29,AA,310.0,2670.0,0.11610486891385768
4682,2018-10-29,AS,72.0,718.0,0.10027855153203342
4683,2018-10-29,B6,120.0,838.0,0.1431980906921241
4684,2018-10-29,DL,99.0,2334.0,0.042416452442159386
4685,2018-10-29,EV,94.0,536.0,0.17537313432835822
4686,2018-10-29,F9,87.0,357.0,0.24369747899159663
4687,2018-10-29,G4,47.0,311.0,0.15112540192926044
4688,2018-10-29,HA,21.0,226.0,0.09292035398230089
4689,2018-10-29,MQ,86.0,898.0,0.0957683741648107
4690,2018-10-29,NK,26.0,500.0,0.052
4691,2018-10-29,OH,49.0,803.0,0.06102117061021171
4692,2018-10-29,OO,169.0,2049.0,0.08247925817471938
4693,2018-10-29,UA,207.0,1792.0,0.11551339285714286
4694,2018-10-29,WN,524.0,3867.0,0.13550555986552884
4695,2018-10-29,YV,79.0,641.0,0.12324492979719189
4696,2018-10-29,YX,59.0,888.0,0.06644144144144144
4697,2018-10-30,9E,26.0,530.0,0.04905660377358491
4698,2018-10-30,AA,220.0,2532.0,0.08688783570300158
4699,2018-10-30,AS,53.0,692.0,0.07658959537572255
4700,2018-10-30,B6,71.0,790.0,0.08987341772151898
4701,2018-10-30,DL,51.0,2143.0,0.02379841343910406
4702,2018-10-30,EV,75.0,481.0,0.15592515592515593
4703,2018-10-30,F9,67.0,321.0,0.2087227414330218
4704,2018-10-30,G4,9.0,82.0,0.10975609756097561
4705,2018-10-30,HA,42.0,224.0,0.1875
4706,2018-10-30,MQ,100.0,864.0,0.11574074074074074
4707,2018-10-30,NK,19.0,329.0,0.057750759878419454
4708,2018-10-30,OH,37.0,789.0,0.046894803548795945
4709,2018-10-30,OO,152.0,1979.0,0.07680646791308741
4710,2018-10-30,UA,185.0,1693.0,0.10927347903130538
4711,2018-10-30,WN,417.0,3800.0,0.10973684210526316
4712,2018-10-30,YV,38.0,611.0,0.062193126022913256
4713,2018-10-30,YX,66.0,842.0,0.07838479809976247
4714,2018-10-31,9E,11.0,465.0,0.023655913978494623
4715,2018-10-31,AA,362.0,2161.0,0.16751503933364184
4716,2018-10-31,AS,52.0,628.0,0.08280254777070063
4717,2018-10-31,B6,54.0,789.0,0.06844106463878327
4718,2018-10-31,DL,93.0,2028.0,0.04585798816568047
4719,2018-10-31,EV,75.0,430.0,0.1744186046511628
4720,2018-10-31,F9,74.0,330.0,0.22424242424242424
4721,2018-10-31,G4,14.0,163.0,0.08588957055214724
4722,2018-10-31,HA,13.0,198.0,0.06565656565656566
4723,2018-10-31,MQ,89.0,698.0,0.12750716332378223
4724,2018-10-31,NK,25.0,327.0,0.0764525993883792
4725,2018-10-31,OH,48.0,661.0,0.07261724659606657
4726,2018-10-31,OO,98.0,1760.0,0.05568181818181818
4727,2018-10-31,UA,131.0,1441.0,0.09090909090909091
4728,2018-10-31,WN,349.0,3259.0,0.10708806382325867
4729,2018-10-31,YV,123.0,533.0,0.23076923076923078
4730,2018-10-31,YX,45.0,697.0,0.06456241032998565
4731,2018-11-01,9E,90.0,607.0,0.14827018121911037
4732,2018-11-01,AA,337.0,2598.0,0.12971516551193227
4733,2018-11-01,AS,70.0,715.0,0.0979020979020979
4734,2018-11-01,B6,137.0,836.0,0.1638755980861244
4735,2018-11-01,DL,318.0,2380.0,0.13361344537815126
4736,2018-11-01,EV,131.0,523.0,0.25047801147227533
4737,2018-11-01,F9,116.0,352.0,0.32954545454545453
4738,2018-11-01,G4,57.0,326.0,0.17484662576687116
4739,2018-11-01,HA,7.0,232.0,0.03017241379310345
4740,2018-11-01,MQ,65.0,890.0,0.07303370786516854
4741,2018-11-01,NK,59.0,490.0,0.12040816326530612
4742,2018-11-01,OH,82.0,739.0,0.11096075778078485
4743,2018-11-01,OO,201.0,2040.0,0.09852941176470588
4744,2018-11-01,UA,225.0,1794.0,0.1254180602006689
4745,2018-11-01,WN,849.0,3874.0,0.21915332989158492
4746,2018-11-01,YV,155.0,641.0,0.24180967238689546
4747,2018-11-01,YX,89.0,855.0,0.10409356725146199
4748,2018-11-02,9E,101.0,637.0,0.15855572998430142
4749,2018-11-02,AA,374.0,2681.0,0.13950018649757553
4750,2018-11-02,AS,91.0,721.0,0.1262135922330097
4751,2018-11-02,B6,264.0,836.0,0.3157894736842105
4752,2018-11-02,DL,285.0,2454.0,0.11613691931540342
4753,2018-11-02,EV,101.0,536.0,0.1884328358208955
4754,2018-11-02,F9,89.0,359.0,0.2479108635097493
4755,2018-11-02,G4,62.0,297.0,0.20875420875420875
4756,2018-11-02,HA,14.0,242.0,0.05785123966942149
4757,2018-11-02,MQ,110.0,902.0,0.12195121951219512
4758,2018-11-02,NK,70.0,515.0,0.13592233009708737
4759,2018-11-02,OH,124.0,805.0,0.15403726708074533
4760,2018-11-02,OO,194.0,2096.0,0.09255725190839695
4761,2018-11-02,UA,252.0,1798.0,0.14015572858731926
4762,2018-11-02,WN,730.0,3883.0,0.18799896986865824
4763,2018-11-02,YV,97.0,641.0,0.15132605304212168
4764,2018-11-02,YX,94.0,889.0,0.10573678290213723
4765,2018-11-03,9E,24.0,376.0,0.06382978723404255
4766,2018-11-03,AA,255.0,2248.0,0.11343416370106761
4767,2018-11-03,AS,35.0,624.0,0.05608974358974359
4768,2018-11-03,B6,124.0,700.0,0.17714285714285713
4769,2018-11-03,DL,78.0,1923.0,0.0405616224648986
4770,2018-11-03,EV,45.0,408.0,0.11029411764705882
4771,2018-11-03,F9,64.0,327.0,0.19571865443425077
4772,2018-11-03,G4,17.0,151.0,0.11258278145695365
4773,2018-11-03,HA,15.0,234.0,0.0641025641025641
4774,2018-11-03,MQ,49.0,643.0,0.07620528771384137
4775,2018-11-03,NK,43.0,494.0,0.08704453441295547
4776,2018-11-03,OH,48.0,639.0,0.07511737089201878
4777,2018-11-03,OO,90.0,1602.0,0.056179775280898875
4778,2018-11-03,UA,129.0,1378.0,0.09361393323657474
4779,2018-11-03,WN,274.0,3045.0,0.08998357963875206
4780,2018-11-03,YV,72.0,544.0,0.1323529411764706
4781,2018-11-03,YX,60.0,648.0,0.09259259259259259
4782,2018-11-04,9E,29.0,626.0,0.0463258785942492
4783,2018-11-04,AA,356.0,2526.0,0.14093428345209819
4784,2018-11-04,AS,51.0,653.0,0.0781010719754977
4785,2018-11-04,B6,144.0,821.0,0.1753958587088916
4786,2018-11-04,DL,173.0,2527.0,0.06846062524732885
4787,2018-11-04,EV,41.0,506.0,0.08102766798418973
4788,2018-11-04,F9,64.0,352.0,0.18181818181818182
4789,2018-11-04,G4,39.0,330.0,0.11818181818181818
4790,2018-11-04,HA,6.0,232.0,0.02586206896551724
4791,2018-11-04,MQ,76.0,834.0,0.09112709832134293
4792,2018-11-04,NK,70.0,505.0,0.13861386138613863
4793,2018-11-04,OH,54.0,790.0,0.06835443037974684
4794,2018-11-04,OO,168.0,2069.0,0.08119864668922185
4795,2018-11-04,UA,196.0,1703.0,0.11509101585437463
4796,2018-11-04,WN,535.0,3717.0,0.14393327952649987
4797,2018-11-04,YV,67.0,617.0,0.1085899513776337
4798,2018-11-04,YX,41.0,831.0,0.049338146811071
4799,2018-11-05,9E,109.0,691.0,0.1577424023154848
4800,2018-11-05,AA,426.0,2658.0,0.16027088036117382
4801,2018-11-05,AS,71.0,687.0,0.10334788937409024
4802,2018-11-05,B6,257.0,845.0,0.30414201183431955
4803,2018-11-05,DL,532.0,2618.0,0.20320855614973263
4804,2018-11-05,EV,108.0,506.0,0.2134387351778656
4805,2018-11-05,F9,80.0,355.0,0.22535211267605634
4806,2018-11-05,G4,21.0,299.0,0.07023411371237458
4807,2018-11-05,HA,5.0,222.0,0.02252252252252252
4808,2018-11-05,MQ,100.0,892.0,0.11210762331838565
4809,2018-11-05,NK,80.0,500.0,0.16
4810,2018-11-05,OH,140.0,813.0,0.17220172201722017
4811,2018-11-05,OO,232.0,2210.0,0.10497737556561086
4812,2018-11-05,UA,233.0,1829.0,0.1273920174958994
4813,2018-11-05,WN,581.0,3876.0,0.1498968008255934
4814,2018-11-05,YV,78.0,645.0,0.12093023255813953
4815,2018-11-05,YX,118.0,913.0,0.12924424972617743
4816,2018-11-06,9E,181.0,638.0,0.2836990595611285
4817,2018-11-06,AA,346.0,2468.0,0.14019448946515398
4818,2018-11-06,AS,52.0,662.0,0.07854984894259819
4819,2018-11-06,B6,238.0,786.0,0.30279898218829515
4820,2018-11-06,DL,430.0,2408.0,0.17857142857142858
4821,2018-11-06,EV,106.0,502.0,0.21115537848605578
4822,2018-11-06,F9,87.0,323.0,0.2693498452012384
4823,2018-11-06,G4,3.0,66.0,0.045454545454545456
4824,2018-11-06,HA,7.0,222.0,0.03153153153153153
4825,2018-11-06,MQ,159.0,862.0,0.18445475638051045
4826,2018-11-06,NK,46.0,335.0,0.1373134328358209
4827,2018-11-06,OH,158.0,799.0,0.19774718397997496
4828,2018-11-06,OO,253.0,2121.0,0.11928335690711929
4829,2018-11-06,UA,310.0,1775.0,0.17464788732394365
4830,2018-11-06,WN,615.0,3882.0,0.15842349304482226
4831,2018-11-06,YV,92.0,614.0,0.1498371335504886
4832,2018-11-06,YX,224.0,887.0,0.2525366403607666
4833,2018-11-07,9E,74.0,699.0,0.10586552217453506
4834,2018-11-07,AA,314.0,2486.0,0.1263073209975865
4835,2018-11-07,AS,45.0,666.0,0.06756756756756757
4836,2018-11-07,B6,105.0,787.0,0.13341804320203304
4837,2018-11-07,DL,270.0,2603.0,0.10372646945831733
4838,2018-11-07,EV,116.0,499.0,0.23246492985971945
4839,2018-11-07,F9,72.0,321.0,0.22429906542056074
4840,2018-11-07,G4,21.0,157.0,0.1337579617834395
4841,2018-11-07,HA,8.0,222.0,0.036036036036036036
4842,2018-11-07,MQ,107.0,868.0,0.12327188940092165
4843,2018-11-07,NK,25.0,340.0,0.07352941176470588
4844,2018-11-07,OH,84.0,809.0,0.103831891223733
4845,2018-11-07,OO,214.0,2156.0,0.09925788497217068
4846,2018-11-07,UA,317.0,1782.0,0.17789001122334455
4847,2018-11-07,WN,477.0,3882.0,0.12287480680061824
4848,2018-11-07,YV,88.0,615.0,0.14308943089430895
4849,2018-11-07,YX,119.0,912.0,0.13048245614035087
4850,2018-11-08,9E,124.0,753.0,0.1646746347941567
4851,2018-11-08,AA,444.0,2648.0,0.16767371601208458
4852,2018-11-08,AS,66.0,688.0,0.09593023255813954
4853,2018-11-08,B6,161.0,848.0,0.18985849056603774
4854,2018-11-08,DL,437.0,2808.0,0.15562678062678062
4855,2018-11-08,EV,102.0,504.0,0.20238095238095238
4856,2018-11-08,F9,69.0,352.0,0.19602272727272727
4857,2018-11-08,G4,98.0,334.0,0.2934131736526946
4858,2018-11-08,HA,4.0,228.0,0.017543859649122806
4859,2018-11-08,MQ,109.0,892.0,0.12219730941704036
4860,2018-11-08,NK,82.0,481.0,0.1704781704781705
4861,2018-11-08,OH,74.0,813.0,0.0910209102091021
4862,2018-11-08,OO,330.0,2247.0,0.14686248331108145
4863,2018-11-08,UA,244.0,1837.0,0.13282525857376157
4864,2018-11-08,WN,860.0,3882.0,0.22153529108706851
4865,2018-11-08,YV,136.0,647.0,0.21020092735703247
4866,2018-11-08,YX,107.0,932.0,0.1148068669527897
4867,2018-11-09,9E,297.0,762.0,0.38976377952755903
4868,2018-11-09,AA,666.0,2661.0,0.2502818489289741
4869,2018-11-09,AS,106.0,687.0,0.15429403202328967
4870,2018-11-09,B6,259.0,838.0,0.30906921241050117
4871,2018-11-09,DL,1388.0,2824.0,0.4915014164305949
4872,2018-11-09,EV,165.0,506.0,0.32608695652173914
4873,2018-11-09,F9,131.0,363.0,0.3608815426997245
4874,2018-11-09,G4,59.0,307.0,0.19218241042345277
4875,2018-11-09,HA,22.0,241.0,0.0912863070539419
4876,2018-11-09,MQ,255.0,896.0,0.2845982142857143
4877,2018-11-09,NK,114.0,492.0,0.23170731707317074
4878,2018-11-09,OH,212.0,813.0,0.2607626076260763
4879,2018-11-09,OO,747.0,2250.0,0.332
4880,2018-11-09,UA,507.0,1815.0,0.2793388429752066
4881,2018-11-09,WN,1296.0,3890.0,0.3331619537275064
4882,2018-11-09,YV,210.0,651.0,0.3225806451612903
4883,2018-11-09,YX,233.0,935.0,0.24919786096256685
4884,2018-11-10,9E,38.0,404.0,0.09405940594059406
4885,2018-11-10,AA,313.0,2170.0,0.14423963133640552
4886,2018-11-10,AS,81.0,605.0,0.13388429752066117
4887,2018-11-10,B6,115.0,696.0,0.16522988505747127
4888,2018-11-10,DL,176.0,2050.0,0.08585365853658537
4889,2018-11-10,EV,48.0,384.0,0.125
4890,2018-11-10,F9,83.0,331.0,0.25075528700906347
4891,2018-11-10,G4,31.0,175.0,0.17714285714285713
4892,2018-11-10,HA,15.0,234.0,0.0641025641025641
4893,2018-11-10,MQ,62.0,617.0,0.10048622366288493
4894,2018-11-10,NK,39.0,490.0,0.07959183673469387
4895,2018-11-10,OH,73.0,665.0,0.10977443609022557
4896,2018-11-10,OO,198.0,1659.0,0.11934900542495479
4897,2018-11-10,UA,148.0,1388.0,0.10662824207492795
4898,2018-11-10,WN,367.0,2874.0,0.127696590118302
4899,2018-11-10,YV,109.0,542.0,0.2011070110701107
4900,2018-11-10,YX,54.0,658.0,0.08206686930091185
4901,2018-11-11,9E,40.0,652.0,0.06134969325153374
4902,2018-11-11,AA,289.0,2515.0,0.11491053677932406
4903,2018-11-11,AS,90.0,653.0,0.13782542113323124
4904,2018-11-11,B6,170.0,827.0,0.20556227327690446
4905,2018-11-11,DL,195.0,2686.0,0.07259865971705137
4906,2018-11-11,EV,92.0,492.0,0.18699186991869918
4907,2018-11-11,F9,132.0,353.0,0.37393767705382436
4908,2018-11-11,G4,83.0,338.0,0.2455621301775148
4909,2018-11-11,HA,20.0,234.0,0.08547008547008547
4910,2018-11-11,MQ,72.0,835.0,0.08622754491017964
4911,2018-11-11,NK,51.0,492.0,0.10365853658536585
4912,2018-11-11,OH,65.0,794.0,0.0818639798488665
4913,2018-11-11,OO,365.0,2094.0,0.17430754536771728
4914,2018-11-11,UA,330.0,1715.0,0.1924198250728863
4915,2018-11-11,WN,753.0,3724.0,0.20220193340494091
4916,2018-11-11,YV,107.0,620.0,0.17258064516129032
4917,2018-11-11,YX,65.0,852.0,0.07629107981220658
4918,2018-11-12,9E,175.0,768.0,0.22786458333333334
4919,2018-11-12,AA,526.0,2658.0,0.19789315274642588
4920,2018-11-12,AS,88.0,686.0,0.1282798833819242
4921,2018-11-12,B6,180.0,848.0,0.21226415094339623
4922,2018-11-12,DL,730.0,2883.0,0.25320846340617414
4923,2018-11-12,EV,87.0,501.0,0.17365269461077845
4924,2018-11-12,F9,119.0,354.0,0.3361581920903955
4925,2018-11-12,G4,48.0,307.0,0.1563517915309446
4926,2018-11-12,HA,12.0,222.0,0.05405405405405406
4927,2018-11-12,MQ,201.0,892.0,0.22533632286995517
4928,2018-11-12,NK,84.0,488.0,0.1721311475409836
4929,2018-11-12,OH,169.0,813.0,0.2078720787207872
4930,2018-11-12,OO,466.0,2252.0,0.2069271758436945
4931,2018-11-12,UA,263.0,1835.0,0.14332425068119892
4932,2018-11-12,WN,934.0,3888.0,0.24022633744855967
4933,2018-11-12,YV,202.0,646.0,0.3126934984520124
4934,2018-11-12,YX,108.0,933.0,0.1157556270096463
4935,2018-11-13,9E,277.0,748.0,0.37032085561497324
4936,2018-11-13,AA,428.0,2469.0,0.17334953422438235
4937,2018-11-13,AS,76.0,656.0,0.11585365853658537
4938,2018-11-13,B6,230.0,790.0,0.2911392405063291
4939,2018-11-13,DL,476.0,2820.0,0.16879432624113475
4940,2018-11-13,EV,140.0,499.0,0.280561122244489
4941,2018-11-13,F9,74.0,322.0,0.22981366459627328
4942,2018-11-13,G4,5.0,68.0,0.07352941176470588
4943,2018-11-13,HA,14.0,222.0,0.06306306306306306
4944,2018-11-13,MQ,168.0,862.0,0.19489559164733178
4945,2018-11-13,NK,85.0,484.0,0.1756198347107438
4946,2018-11-13,OH,175.0,799.0,0.2190237797246558
4947,2018-11-13,OO,434.0,2194.0,0.19781221513217867
4948,2018-11-13,UA,348.0,1774.0,0.19616685456595265
4949,2018-11-13,WN,634.0,3880.0,0.1634020618556701
4950,2018-11-13,YV,147.0,615.0,0.23902439024390243
4951,2018-11-13,YX,306.0,910.0,0.3362637362637363
4952,2018-11-14,9E,146.0,761.0,0.19185282522996058
4953,2018-11-14,AA,332.0,2488.0,0.13344051446945338
4954,2018-11-14,AS,103.0,671.0,0.15350223546944858
4955,2018-11-14,B6,175.0,787.0,0.22236340533672172
4956,2018-11-14,DL,426.0,2820.0,0.15106382978723404
4957,2018-11-14,EV,111.0,496.0,0.22379032258064516
4958,2018-11-14,F9,88.0,322.0,0.2732919254658385
4959,2018-11-14,G4,13.0,139.0,0.09352517985611511
4960,2018-11-14,HA,9.0,222.0,0.04054054054054054
4961,2018-11-14,MQ,144.0,868.0,0.16589861751152074
4962,2018-11-14,NK,83.0,492.0,0.16869918699186992
4963,2018-11-14,OH,125.0,809.0,0.15451174289245984
4964,2018-11-14,OO,310.0,2202.0,0.1407811080835604
4965,2018-11-14,UA,259.0,1781.0,0.14542391914654687
4966,2018-11-14,WN,616.0,3880.0,0.15876288659793814
4967,2018-11-14,YV,108.0,617.0,0.17504051863857376
4968,2018-11-14,YX,151.0,923.0,0.1635969664138678
4969,2018-11-15,9E,202.0,772.0,0.2616580310880829
4970,2018-11-15,AA,807.0,2650.0,0.3045283018867925
4971,2018-11-15,AS,117.0,730.0,0.16027397260273973
4972,2018-11-15,B6,369.0,853.0,0.43259085580304807
4973,2018-11-15,DL,991.0,2894.0,0.3424326192121631
4974,2018-11-15,EV,124.0,497.0,0.24949698189134809
4975,2018-11-15,F9,112.0,337.0,0.3323442136498516
4976,2018-11-15,G4,144.0,340.0,0.4235294117647059
4977,2018-11-15,HA,8.0,228.0,0.03508771929824561
4978,2018-11-15,MQ,244.0,892.0,0.273542600896861
4979,2018-11-15,NK,141.0,505.0,0.27920792079207923
4980,2018-11-15,OH,392.0,813.0,0.4821648216482165
4981,2018-11-15,OO,564.0,2264.0,0.24911660777385158
4982,2018-11-15,UA,485.0,1838.0,0.26387377584330796
4983,2018-11-15,WN,1496.0,3880.0,0.38556701030927837
4984,2018-11-15,YV,164.0,646.0,0.25386996904024767
4985,2018-11-15,YX,273.0,932.0,0.2929184549356223
4986,2018-11-16,9E,370.0,774.0,0.4780361757105943
4987,2018-11-16,AA,678.0,2718.0,0.24944812362030905
4988,2018-11-16,AS,209.0,731.0,0.2859097127222982
4989,2018-11-16,B6,483.0,864.0,0.5590277777777778
4990,2018-11-16,DL,990.0,2892.0,0.34232365145228216
4991,2018-11-16,EV,152.0,499.0,0.3046092184368738
4992,2018-11-16,F9,131.0,337.0,0.3887240356083086
4993,2018-11-16,G4,67.0,315.0,0.2126984126984127
4994,2018-11-16,HA,17.0,241.0,0.07053941908713693
4995,2018-11-16,MQ,200.0,900.0,0.2222222222222222
4996,2018-11-16,NK,135.0,506.0,0.26679841897233203
4997,2018-11-16,OH,237.0,828.0,0.286231884057971
4998,2018-11-16,OO,569.0,2264.0,0.2513250883392226
4999,2018-11-16,UA,662.0,1821.0,0.36353651839648543
5000,2018-11-16,WN,1556.0,4014.0,0.3876432486297957
5001,2018-11-16,YV,114.0,661.0,0.17246596066565809
5002,2018-11-16,YX,365.0,943.0,0.3870625662778367
5003,2018-11-17,9E,39.0,372.0,0.10483870967741936
5004,2018-11-17,AA,333.0,2201.0,0.15129486597001363
5005,2018-11-17,AS,101.0,683.0,0.1478770131771596
5006,2018-11-17,B6,217.0,762.0,0.2847769028871391
5007,2018-11-17,DL,198.0,1998.0,0.0990990990990991
5008,2018-11-17,EV,80.0,370.0,0.21621621621621623
5009,2018-11-17,F9,160.0,326.0,0.49079754601226994
5010,2018-11-17,G4,22.0,191.0,0.11518324607329843
5011,2018-11-17,HA,7.0,234.0,0.029914529914529916
5012,2018-11-17,MQ,91.0,623.0,0.14606741573033707
5013,2018-11-17,NK,99.0,510.0,0.19411764705882353
5014,2018-11-17,OH,87.0,672.0,0.12946428571428573
5015,2018-11-17,OO,352.0,1661.0,0.2119205298013245
5016,2018-11-17,UA,325.0,1383.0,0.23499638467100506
5017,2018-11-17,WN,1099.0,3792.0,0.28982067510548526
5018,2018-11-17,YV,108.0,543.0,0.19889502762430938
5019,2018-11-17,YX,74.0,661.0,0.11195158850226929
5020,2018-11-18,9E,36.0,570.0,0.06315789473684211
5021,2018-11-18,AA,341.0,2483.0,0.13733387031816352
5022,2018-11-18,AS,83.0,712.0,0.11657303370786516
5023,2018-11-18,B6,182.0,855.0,0.2128654970760234
5024,2018-11-18,DL,162.0,2366.0,0.06846999154691462
5025,2018-11-18,EV,78.0,479.0,0.162839248434238
5026,2018-11-18,F9,116.0,339.0,0.3421828908554572
5027,2018-11-18,G4,71.0,349.0,0.2034383954154728
5028,2018-11-18,HA,11.0,234.0,0.04700854700854701
5029,2018-11-18,MQ,81.0,837.0,0.0967741935483871
5030,2018-11-18,NK,73.0,506.0,0.1442687747035573
5031,2018-11-18,OH,133.0,782.0,0.170076726342711
5032,2018-11-18,OO,254.0,1983.0,0.1280887544125063
5033,2018-11-18,UA,197.0,1711.0,0.11513734658094682
5034,2018-11-18,WN,588.0,3708.0,0.15857605177993528
5035,2018-11-18,YV,110.0,620.0,0.1774193548387097
5036,2018-11-18,YX,50.0,815.0,0.06134969325153374
5037,2018-11-19,9E,74.0,570.0,0.12982456140350876
5038,2018-11-19,AA,251.0,2612.0,0.09609494640122511
5039,2018-11-19,AS,86.0,738.0,0.11653116531165311
5040,2018-11-19,B6,188.0,873.0,0.21534936998854526
5041,2018-11-19,DL,160.0,2358.0,0.06785411365564037
5042,2018-11-19,EV,64.0,443.0,0.14446952595936793
5043,2018-11-19,F9,103.0,329.0,0.3130699088145897
5044,2018-11-19,G4,48.0,313.0,0.15335463258785942
5045,2018-11-19,HA,28.0,222.0,0.12612612612612611
5046,2018-11-19,MQ,69.0,890.0,0.07752808988764046
5047,2018-11-19,NK,91.0,508.0,0.17913385826771652
5048,2018-11-19,OH,123.0,795.0,0.15471698113207547
5049,2018-11-19,OO,279.0,2038.0,0.13689892051030422
5050,2018-11-19,UA,175.0,1760.0,0.09943181818181818
5051,2018-11-19,WN,482.0,3896.0,0.12371663244353183
5052,2018-11-19,YV,101.0,646.0,0.1563467492260062
5053,2018-11-19,YX,33.0,831.0,0.039711191335740074
5054,2018-11-20,9E,70.0,651.0,0.10752688172043011
5055,2018-11-20,AA,354.0,2599.0,0.13620623316660255
5056,2018-11-20,AS,372.0,729.0,0.5102880658436214
5057,2018-11-20,B6,254.0,881.0,0.2883087400681044
5058,2018-11-20,DL,340.0,2559.0,0.13286440015631107
5059,2018-11-20,EV,108.0,496.0,0.21774193548387097
5060,2018-11-20,F9,45.0,305.0,0.14754098360655737
5061,2018-11-20,G4,54.0,340.0,0.1588235294117647
5062,2018-11-20,HA,21.0,222.0,0.0945945945945946
5063,2018-11-20,MQ,66.0,878.0,0.07517084282460136
5064,2018-11-20,NK,83.0,512.0,0.162109375
5065,2018-11-20,OH,154.0,797.0,0.1932245922208281
5066,2018-11-20,OO,366.0,2134.0,0.17150890346766634
5067,2018-11-20,UA,281.0,1832.0,0.15338427947598254
5068,2018-11-20,WN,1008.0,4018.0,0.2508710801393728
5069,2018-11-20,YV,78.0,644.0,0.12111801242236025
5070,2018-11-20,YX,91.0,894.0,0.1017897091722595
5071,2018-11-21,9E,100.0,758.0,0.13192612137203166
5072,2018-11-21,AA,292.0,2631.0,0.11098441657164576
5073,2018-11-21,AS,189.0,734.0,0.2574931880108992
5074,2018-11-21,B6,179.0,879.0,0.2036405005688282
5075,2018-11-21,DL,299.0,2844.0,0.10513361462728552
5076,2018-11-21,EV,89.0,492.0,0.18089430894308944
5077,2018-11-21,F9,66.0,323.0,0.2043343653250774
5078,2018-11-21,G4,84.0,388.0,0.21649484536082475
5079,2018-11-21,HA,17.0,226.0,0.0752212389380531
5080,2018-11-21,MQ,92.0,884.0,0.10407239819004525
5081,2018-11-21,NK,50.0,520.0,0.09615384615384616
5082,2018-11-21,OH,118.0,805.0,0.14658385093167703
5083,2018-11-21,OO,376.0,2273.0,0.16542014958205015
5084,2018-11-21,UA,412.0,1889.0,0.21810481736368448
5085,2018-11-21,WN,880.0,4064.0,0.21653543307086615
5086,2018-11-21,YV,83.0,654.0,0.12691131498470948
5087,2018-11-21,YX,104.0,920.0,0.11304347826086956
5088,2018-11-22,9E,10.0,288.0,0.034722222222222224
5089,2018-11-22,AA,102.0,1393.0,0.0732232591529074
5090,2018-11-22,AS,49.0,651.0,0.07526881720430108
5091,2018-11-22,B6,81.0,725.0,0.11172413793103449
5092,2018-11-22,DL,89.0,1463.0,0.060833902939166094
