,origin,destination,Route pair,DELAYS15,CANCELLED
1731,ILM,ATL,ILMATL,13,0
1732,ILM,CLT,ILMCLT,19,3
1733,IND,ATL,INDATL,24,8
1734,IND,AUS,INDAUS,0,0
1735,IND,BOS,INDBOS,17,4
1736,IND,BWI,INDBWI,6,8
1737,IND,CLT,INDCLT,25,1
1738,IND,DCA,INDDCA,21,12
1739,IND,DEN,INDDEN,23,7
1740,IND,DFW,INDDFW,22,1
1741,IND,DTW,INDDTW,16,5
1742,IND,EWR,INDEWR,44,4
1743,IND,FLL,INDFLL,10,3
1744,IND,IAH,INDIAH,17,0
1745,IND,JAX,INDJAX,3,0
1746,IND,JFK,INDJFK,13,0
1747,IND,LAS,INDLAS,8,5
1748,IND,LAX,INDLAX,13,0
1749,IND,LGA,INDLGA,48,3
1750,IND,MCI,INDMCI,12,6
1751,IND,MCO,INDMCO,24,6
1752,IND,MDW,INDMDW,6,6
1753,IND,MIA,INDMIA,22,3
1754,IND,MSP,INDMSP,18,0
1755,IND,MSY,INDMSY,1,0
1756,IND,ORD,INDORD,94,66
1757,IND,PHL,INDPHL,9,6
1758,IND,PHX,INDPHX,11,1
1759,IND,RDU,INDRDU,7,0
1760,IND,RSW,INDRSW,7,5
1761,IND,SEA,INDSEA,5,0
1762,IND,SFO,INDSFO,6,1
1763,IND,SRQ,INDSRQ,3,0
1764,IND,TPA,INDTPA,7,5
1765,INL,MSP,INLMSP,5,0
1766,ISP,BWI,ISPBWI,12,4
1767,ISP,FLL,ISPFLL,18,1
1768,ISP,MCO,ISPMCO,24,0
1769,ISP,PBI,ISPPBI,20,1
1770,ISP,RSW,ISPRSW,3,0
1771,ISP,TPA,ISPTPA,7,1
1772,ITH,DTW,ITHDTW,16,1
1773,ITO,HNL,ITOHNL,17,1
1774,ITO,OGG,ITOOGG,7,0
1775,JAC,ATL,JACATL,3,0
1776,JAC,DEN,JACDEN,14,0
1777,JAC,DFW,JACDFW,21,0
1778,JAC,LAX,JACLAX,13,2
1779,JAC,MSP,JACMSP,1,0
1780,JAC,ORD,JACORD,25,4
1781,JAC,SLC,JACSLC,11,0
1782,JAN,ATL,JANATL,8,0
1783,JAN,DCA,JANDCA,6,2
1784,JAN,DFW,JANDFW,38,4
1785,JAN,IAH,JANIAH,14,4
1786,JAN,MCO,JANMCO,0,0
1787,JAN,ORD,JANORD,5,0
1788,JAX,ATL,JAXATL,21,1
1789,JAX,BNA,JAXBNA,9,1
1790,JAX,BOS,JAXBOS,28,10
1791,JAX,BWI,JAXBWI,9,3
1792,JAX,CLT,JAXCLT,27,1
1793,JAX,CVG,JAXCVG,4,0
1794,JAX,DCA,JAXDCA,25,8
1795,JAX,DEN,JAXDEN,11,0
1796,JAX,DFW,JAXDFW,23,0
1797,JAX,DTW,JAXDTW,7,2
1798,JAX,EWR,JAXEWR,27,1
1799,JAX,FLL,JAXFLL,27,1
1800,JAX,HOU,JAXHOU,6,0
1801,JAX,IAD,JAXIAD,10,4
1802,JAX,IAH,JAXIAH,18,2
1803,JAX,IND,JAXIND,3,0
1804,JAX,JFK,JAXJFK,29,3
1805,JAX,LAS,JAXLAS,4,0
1806,JAX,LGA,JAXLGA,18,1
1807,JAX,MIA,JAXMIA,16,0
1808,JAX,MSP,JAXMSP,3,0
1809,JAX,ORD,JAXORD,24,20
1810,JAX,PHL,JAXPHL,14,0
1811,JFK,ATL,JFKATL,41,3
1812,JFK,AUS,JFKAUS,29,3
1813,JFK,BNA,JFKBNA,33,2
1814,JFK,BOS,JFKBOS,115,32
1815,JFK,BQN,JFKBQN,14,1
1816,JFK,BTV,JFKBTV,33,7
1817,JFK,BUF,JFKBUF,58,18
1818,JFK,BUR,JFKBUR,13,1
1819,JFK,BWI,JFKBWI,31,5
1820,JFK,CHS,JFKCHS,13,2
1821,JFK,CLE,JFKCLE,40,6
1822,JFK,CLT,JFKCLT,51,1
1823,JFK,CMH,JFKCMH,26,0
1824,JFK,CVG,JFKCVG,10,0
1825,JFK,DCA,JFKDCA,37,7
1826,JFK,DEN,JFKDEN,28,1
1827,JFK,DFW,JFKDFW,34,0
1828,JFK,DTW,JFKDTW,21,2
1829,JFK,EGE,JFKEGE,5,0
1830,JFK,FLL,JFKFLL,70,4
1831,JFK,HOU,JFKHOU,9,1
1832,JFK,IAD,JFKIAD,25,0
1833,JFK,IND,JFKIND,11,0
1834,JFK,JAX,JFKJAX,27,4
1835,JFK,LAS,JFKLAS,52,3
1836,JFK,LAX,JFKLAX,134,12
1837,JFK,LGB,JFKLGB,10,1
1838,JFK,MCO,JFKMCO,83,4
1839,JFK,MIA,JFKMIA,38,0
1840,JFK,MSP,JFKMSP,18,0
1841,JFK,MSY,JFKMSY,26,2
1842,JFK,OAK,JFKOAK,6,0
1843,JFK,ONT,JFKONT,7,1
1844,JFK,ORD,JFKORD,52,18
1845,JFK,ORF,JFKORF,29,5
1846,JFK,PBI,JFKPBI,48,3
1847,JFK,PDX,JFKPDX,11,1
1848,JFK,PHX,JFKPHX,37,1
1849,JFK,PIT,JFKPIT,24,0
1850,JFK,PSE,JFKPSE,8,1
1851,JFK,PWM,JFKPWM,18,1
1852,JFK,RDU,JFKRDU,63,9
1853,JFK,RIC,JFKRIC,19,0
1854,JFK,ROC,JFKROC,33,9
1855,JFK,RSW,JFKRSW,18,2
1856,JFK,SAN,JFKSAN,24,0
1857,JFK,SEA,JFKSEA,43,3
1858,JFK,SFO,JFKSFO,148,11
1859,JFK,SJC,JFKSJC,13,0
1860,JFK,SJU,JFKSJU,40,4
1861,JFK,SLC,JFKSLC,32,1
1862,JFK,SMF,JFKSMF,9,1
1863,JFK,SRQ,JFKSRQ,1,0
1864,JFK,STT,JFKSTT,0,0
1865,JFK,SYR,JFKSYR,40,3
1866,JFK,TPA,JFKTPA,43,4
1867,JNU,ANC,JNUANC,10,11
1868,JNU,KTN,JNUKTN,5,0
1869,JNU,PSG,JNUPSG,8,3
1870,JNU,SEA,JNUSEA,12,9
1871,JNU,SIT,JNUSIT,6,6
1872,JNU,YAK,JNUYAK,8,4
1873,KOA,DEN,KOADEN,1,0
1874,KOA,HNL,KOAHNL,31,1
1875,KOA,LAX,KOALAX,21,0
1876,KOA,LIH,KOALIH,1,0
1877,KOA,OAK,KOAOAK,10,0
1878,KOA,OGG,KOAOGG,3,0
1879,KOA,PHX,KOAPHX,2,1
1880,KOA,SAN,KOASAN,5,0
1881,KOA,SEA,KOASEA,14,1
1882,KOA,SFO,KOASFO,21,1
1883,KTN,JNU,KTNJNU,4,2
1884,KTN,SEA,KTNSEA,14,2
1885,KTN,SIT,KTNSIT,7,0
1886,KTN,WRG,KTNWRG,3,3
1887,LAN,DTW,LANDTW,21,4
1888,LAN,MSP,LANMSP,4,0
1889,LAN,ORD,LANORD,13,10
1890,LAS,ABQ,LASABQ,15,0
1891,LAS,AMA,LASAMA,4,0
1892,LAS,ATL,LASATL,56,0
1893,LAS,AUS,LASAUS,33,0
1894,LAS,BHM,LASBHM,8,1
1895,LAS,BNA,LASBNA,23,2
1896,LAS,BOI,LASBOI,9,0
1897,LAS,BOS,LASBOS,24,9
1898,LAS,BUF,LASBUF,9,2
1899,LAS,BUR,LASBUR,53,6
1900,LAS,BWI,LASBWI,27,2
1901,LAS,CLE,LASCLE,11,2
1902,LAS,CLT,LASCLT,22,0
1903,LAS,CMH,LASCMH,15,0
1904,LAS,COS,LASCOS,6,0
1905,LAS,CVG,LASCVG,18,0
1906,LAS,DCA,LASDCA,4,0
1907,LAS,DEN,LASDEN,96,0
1908,LAS,DFW,LASDFW,51,0
1909,LAS,DTW,LASDTW,30,6
1910,LAS,ELP,LASELP,17,0
1911,LAS,EUG,LASEUG,2,0
1912,LAS,EWR,LASEWR,21,0
1913,LAS,FAT,LASFAT,6,1
1914,LAS,FLL,LASFLL,18,0
1915,LAS,GEG,LASGEG,10,0
1916,LAS,HNL,LASHNL,15,0
1917,LAS,HOU,LASHOU,30,0
1918,LAS,IAD,LASIAD,3,0
1919,LAS,IAH,LASIAH,26,0
1920,LAS,IND,LASIND,20,6
1921,LAS,JAX,LASJAX,6,0
1922,LAS,JFK,LASJFK,38,3
1923,LAS,LAX,LASLAX,165,3
1924,LAS,LBB,LASLBB,3,0
1925,LAS,LGB,LASLGB,41,0
1926,LAS,LIT,LASLIT,7,0
1927,LAS,MAF,LASMAF,5,0
1928,LAS,MCI,LASMCI,25,4
1929,LAS,MCO,LASMCO,22,0
1930,LAS,MDW,LASMDW,49,31
1931,LAS,MEM,LASMEM,0,0
1932,LAS,MFR,LASMFR,2,1
1933,LAS,MIA,LASMIA,21,0
1934,LAS,MKE,LASMKE,21,11
1935,LAS,MLI,LASMLI,0,0
1936,LAS,MRY,LASMRY,2,0
1937,LAS,MSP,LASMSP,19,1
1938,LAS,MSY,LASMSY,9,0
1939,LAS,OAK,LASOAK,80,2
1940,LAS,OKC,LASOKC,10,1
1941,LAS,OMA,LASOMA,19,1
1942,LAS,ONT,LASONT,26,1
1943,LAS,ORD,LASORD,59,21
1944,LAS,ORF,LASORF,4,0
1945,LAS,PDX,LASPDX,34,2
1946,LAS,PHL,LASPHL,9,1
1947,LAS,PHX,LASPHX,78,3
1948,LAS,PIT,LASPIT,7,0
1949,LAS,RDU,LASRDU,16,0
1950,LAS,RNO,LASRNO,51,1
1951,LAS,SAN,LASSAN,58,3
1952,LAS,SAT,LASSAT,30,1
1953,LAS,SDF,LASSDF,3,1
1954,LAS,SEA,LASSEA,66,0
1955,LAS,SFO,LASSFO,180,17
1956,LAS,SJC,LASSJC,44,1
1957,LAS,SLC,LASSLC,54,0
1958,LAS,SMF,LASSMF,49,1
1959,LAS,SNA,LASSNA,49,0
1960,LAS,STL,LASSTL,26,4
1961,LAS,TPA,LASTPA,12,0
1962,LAS,TUL,LASTUL,9,0
1963,LAS,TUS,LASTUS,21,0
1964,LAW,DFW,LAWDFW,16,8
1965,LAX,ABQ,LAXABQ,16,0
1966,LAX,ANC,LAXANC,5,0
1967,LAX,ASE,LAXASE,45,6
1968,LAX,ATL,LAXATL,128,2
1969,LAX,AUS,LAXAUS,40,1
1970,LAX,BDL,LAXBDL,2,0
1971,LAX,BNA,LAXBNA,28,0
1972,LAX,BOI,LAXBOI,13,0
1973,LAX,BOS,LAXBOS,68,12
1974,LAX,BWI,LAXBWI,34,2
1975,LAX,BZN,LAXBZN,1,0
1976,LAX,CLE,LAXCLE,8,0
1977,LAX,CLT,LAXCLT,20,0
1978,LAX,CMH,LAXCMH,10,2
1979,LAX,COS,LAXCOS,11,1
1980,LAX,CVG,LAXCVG,13,0
1981,LAX,DCA,LAXDCA,19,1
1982,LAX,DEN,LAXDEN,96,2
1983,LAX,DFW,LAXDFW,74,1
1984,LAX,DTW,LAXDTW,31,1
1985,LAX,EGE,LAXEGE,7,1
1986,LAX,ELP,LAXELP,13,1
1987,LAX,EUG,LAXEUG,19,2
1988,LAX,EWR,LAXEWR,52,2
1989,LAX,FAT,LAXFAT,42,4
1990,LAX,FLL,LAXFLL,34,0
1991,LAX,GEG,LAXGEG,1,0
1992,LAX,HNL,LAXHNL,74,0
1993,LAX,HOU,LAXHOU,25,0
1994,LAX,IAD,LAXIAD,17,0
1995,LAX,IAH,LAXIAH,44,0
1996,LAX,IND,LAXIND,10,0
1997,LAX,JAC,LAXJAC,12,0
1998,LAX,JFK,LAXJFK,159,14
1999,LAX,KOA,LAXKOA,11,0
2000,LAX,LAS,LAXLAS,159,2
2001,LAX,LIH,LAXLIH,13,0
2002,LAX,MCI,LAXMCI,26,2
2003,LAX,MCO,LAXMCO,52,0
2004,LAX,MDW,LAXMDW,29,19
2005,LAX,MEM,LAXMEM,6,0
2006,LAX,MFR,LAXMFR,27,0
2007,LAX,MIA,LAXMIA,37,0
2008,LAX,MKE,LAXMKE,4,4
2009,LAX,MRY,LAXMRY,30,0
2010,LAX,MSP,LAXMSP,28,0
2011,LAX,MSY,LAXMSY,47,0
2012,LAX,MTJ,LAXMTJ,0,0
2013,LAX,OAK,LAXOAK,66,19
2014,LAX,OGG,LAXOGG,25,0
2015,LAX,OKC,LAXOKC,2,0
2016,LAX,ORD,LAXORD,115,24
2017,LAX,PDX,LAXPDX,71,4
2018,LAX,PHL,LAXPHL,30,0
2019,LAX,PHX,LAXPHX,87,11
2020,LAX,PIT,LAXPIT,5,0
2021,LAX,PSP,LAXPSP,8,0
2022,LAX,RDU,LAXRDU,7,0
2023,LAX,RNO,LAXRNO,43,1
2024,LAX,SAN,LAXSAN,55,2
2025,LAX,SAT,LAXSAT,23,2
2026,LAX,SBA,LAXSBA,8,0
2027,LAX,SBP,LAXSBP,20,4
2028,LAX,SEA,LAXSEA,81,4
2029,LAX,SFO,LAXSFO,334,72
2030,LAX,SGU,LAXSGU,7,0
2031,LAX,SJC,LAXSJC,67,15
2032,LAX,SLC,LAXSLC,102,1
2033,LAX,SMF,LAXSMF,64,8
2034,LAX,STL,LAXSTL,19,2
2035,LAX,TPA,LAXTPA,12,0
2036,LAX,TUL,LAXTUL,0,0
2037,LAX,TUS,LAXTUS,39,0
2038,LBB,AUS,LBBAUS,4,0
2039,LBB,DAL,LBBDAL,7,0
2040,LBB,DFW,LBBDFW,23,4
2041,LBB,IAH,LBBIAH,8,0
2042,LBB,LAS,LBBLAS,4,0
2043,LCH,IAH,LCHIAH,7,0
2044,LEX,ATL,LEXATL,31,2
2045,LEX,DCA,LEXDCA,4,0
2046,LEX,DFW,LEXDFW,8,0
2047,LEX,DTW,LEXDTW,19,2
2048,LEX,EWR,LEXEWR,5,0
2049,LEX,IAH,LEXIAH,6,0
2050,LEX,LGA,LEXLGA,2,0
2051,LEX,ORD,LEXORD,38,33
2052,LFT,ATL,LFTATL,9,0
2053,LFT,DFW,LFTDFW,19,0
2054,LFT,IAH,LFTIAH,14,3
2055,LGA,ATL,LGAATL,164,14
2056,LGA,BHM,LGABHM,23,0
2057,LGA,BNA,LGABNA,98,9
2058,LGA,BOS,LGABOS,233,59
2059,LGA,CAE,LGACAE,9,2
2060,LGA,CAK,LGACAK,16,0
2061,LGA,CHS,LGACHS,27,0
2062,LGA,CLE,LGACLE,115,16
2063,LGA,CLT,LGACLT,109,7
2064,LGA,CMH,LGACMH,97,6
2065,LGA,CVG,LGACVG,56,2
2066,LGA,DCA,LGADCA,165,37
2067,LGA,DEN,LGADEN,56,4
2068,LGA,DFW,LGADFW,101,4
2069,LGA,DSM,LGADSM,18,0
2070,LGA,DTW,LGADTW,104,14
2071,LGA,EGE,LGAEGE,0,0
2072,LGA,FLL,LGAFLL,142,9
2073,LGA,GRR,LGAGRR,26,3
2074,LGA,GSO,LGAGSO,67,3
2075,LGA,GSP,LGAGSP,21,3
2076,LGA,IAD,LGAIAD,31,6
2077,LGA,IAH,LGAIAH,86,5
2078,LGA,IND,LGAIND,50,3
2079,LGA,JAX,LGAJAX,21,1
2080,LGA,LEX,LGALEX,13,0
2081,LGA,MCO,LGAMCO,78,7
2082,LGA,MEM,LGAMEM,39,1
2083,LGA,MIA,LGAMIA,99,3
2084,LGA,MKE,LGAMKE,57,9
2085,LGA,MSN,LGAMSN,26,1
2086,LGA,MSP,LGAMSP,49,3
2087,LGA,MSY,LGAMSY,26,0
2088,LGA,MYR,LGAMYR,17,1
2089,LGA,ORD,LGAORD,353,115
2090,LGA,PBI,LGAPBI,71,2
2091,LGA,PHL,LGAPHL,4,5
2092,LGA,PIT,LGAPIT,120,10
2093,LGA,RDU,LGARDU,108,10
2094,LGA,RIC,LGARIC,82,10
2095,LGA,RSW,LGARSW,30,0
2096,LGA,SAV,LGASAV,23,1
2097,LGA,SDF,LGASDF,42,3
2098,LGA,SRQ,LGASRQ,4,0
2099,LGA,STL,LGASTL,82,20
2100,LGA,TPA,LGATPA,42,2
2101,LGA,TYS,LGATYS,11,0
2102,LGA,XNA,LGAXNA,26,2
2103,LGB,AUS,LGBAUS,1,0
2104,LGB,BOS,LGBBOS,9,3
2105,LGB,FLL,LGBFLL,1,0
2106,LGB,JFK,LGBJFK,15,1
2107,LGB,LAS,LGBLAS,29,0
2108,LGB,OAK,LGBOAK,19,0
2109,LGB,PDX,LGBPDX,8,0
2110,LGB,PHX,LGBPHX,4,2
2111,LGB,RNO,LGBRNO,6,0
2112,LGB,SEA,LGBSEA,6,0
2113,LGB,SFO,LGBSFO,15,1
2114,LGB,SJC,LGBSJC,11,0
2115,LGB,SLC,LGBSLC,21,0
2116,LGB,SMF,LGBSMF,19,0
2117,LIH,DEN,LIHDEN,1,0
2118,LIH,HNL,LIHHNL,29,1
2119,LIH,KOA,LIHKOA,7,0
2120,LIH,LAX,LIHLAX,32,1
2121,LIH,OGG,LIHOGG,4,0
2122,LIH,PHX,LIHPHX,1,0
2123,LIH,SAN,LIHSAN,0,0
2124,LIH,SEA,LIHSEA,10,0
2125,LIH,SFO,LIHSFO,8,0
2126,LIT,ATL,LITATL,11,1
2127,LIT,CLT,LITCLT,8,1
2128,LIT,DAL,LITDAL,9,0
2129,LIT,DEN,LITDEN,12,2
2130,LIT,DFW,LITDFW,30,0
2131,LIT,IAH,LITIAH,20,1
2132,LIT,LAS,LITLAS,5,0
2133,LIT,MCO,LITMCO,3,0
2134,LIT,ORD,LITORD,17,13
2135,LIT,PHX,LITPHX,1,0
2136,LIT,STL,LITSTL,4,3
2137,LNK,DEN,LNKDEN,4,0
2138,LNK,MSP,LNKMSP,7,0
2139,LRD,DFW,LRDDFW,10,2
2140,LRD,IAH,LRDIAH,8,1
2141,LSE,MSP,LSEMSP,3,0
2142,LSE,ORD,LSEORD,16,15
2143,LWS,SLC,LWSSLC,2,0
2144,MAF,DAL,MAFDAL,7,1
2145,MAF,DFW,MAFDFW,38,3
2146,MAF,HOU,MAFHOU,7,0
2147,MAF,IAH,MAFIAH,24,0
2148,MAF,LAS,MAFLAS,4,0
2149,MBS,DTW,MBSDTW,12,3
2150,MBS,MSP,MBSMSP,2,0
2151,MBS,ORD,MBSORD,13,15
2152,MCI,ABQ,MCIABQ,2,0
2153,MCI,ATL,MCIATL,29,4
2154,MCI,AUS,MCIAUS,7,0
2155,MCI,BNA,MCIBNA,10,2
2156,MCI,BWI,MCIBWI,5,3
2157,MCI,CLT,MCICLT,10,1
2158,MCI,CVG,MCICVG,12,1
2159,MCI,DAL,MCIDAL,25,4
2160,MCI,DEN,MCIDEN,46,3
2161,MCI,DFW,MCIDFW,34,3
2162,MCI,DTW,MCIDTW,10,1
2163,MCI,EWR,MCIEWR,28,2
2164,MCI,FLL,MCIFLL,7,0
2165,MCI,IAD,MCIIAD,6,3
2166,MCI,IAH,MCIIAH,16,4
2167,MCI,IND,MCIIND,7,6
2168,MCI,LAS,MCILAS,21,2
2169,MCI,LAX,MCILAX,25,1
2170,MCI,MCO,MCIMCO,20,1
2171,MCI,MDW,MCIMDW,25,35
2172,MCI,MIA,MCIMIA,13,0
2173,MCI,MKE,MCIMKE,4,6
2174,MCI,MSP,MCIMSP,26,5
2175,MCI,MSY,MCIMSY,7,0
2176,MCI,OAK,MCIOAK,2,0
2177,MCI,ORD,MCIORD,68,32
2178,MCI,PDX,MCIPDX,7,0
2179,MCI,PHX,MCIPHX,26,4
2180,MCI,RDU,MCIRDU,10,0
2181,MCI,RSW,MCIRSW,7,0
2182,MCI,SAN,MCISAN,6,0
2183,MCI,SAT,MCISAT,2,0
2184,MCI,SEA,MCISEA,6,1
2185,MCI,SLC,MCISLC,11,0
2186,MCI,STL,MCISTL,9,5
2187,MCI,TPA,MCITPA,4,0
2188,MCO,ABQ,MCOABQ,4,0
2189,MCO,ALB,MCOALB,16,4
2190,MCO,ATL,MCOATL,96,2
2191,MCO,AUS,MCOAUS,23,0
2192,MCO,AVL,MCOAVL,1,0
2193,MCO,BDL,MCOBDL,45,6
2194,MCO,BHM,MCOBHM,15,0
2195,MCO,BMI,MCOBMI,1,0
2196,MCO,BNA,MCOBNA,36,1
2197,MCO,BOS,MCOBOS,72,13
2198,MCO,BQN,MCOBQN,22,0
2199,MCO,BUF,MCOBUF,30,11
2200,MCO,BWI,MCOBWI,61,12
2201,MCO,CAK,MCOCAK,5,1
2202,MCO,CLE,MCOCLE,11,0
2203,MCO,CLT,MCOCLT,34,1
2204,MCO,CMH,MCOCMH,22,5
2205,MCO,CVG,MCOCVG,16,0
2206,MCO,DCA,MCODCA,70,8
2207,MCO,DEN,MCODEN,37,0
2208,MCO,DFW,MCODFW,34,0
2209,MCO,DTW,MCODTW,41,1
2210,MCO,EWR,MCOEWR,182,7
2211,MCO,FLL,MCOFLL,38,0
2212,MCO,GRR,MCOGRR,4,5
2213,MCO,GSO,MCOGSO,2,0
2214,MCO,GSP,MCOGSP,0,0
2215,MCO,HOU,MCOHOU,28,0
2216,MCO,HPN,MCOHPN,21,4
2217,MCO,HSV,MCOHSV,2,0
2218,MCO,IAD,MCOIAD,15,1
2219,MCO,IAH,MCOIAH,23,0
2220,MCO,IND,MCOIND,27,8
2221,MCO,ISP,MCOISP,29,1
2222,MCO,JAN,MCOJAN,0,0
2223,MCO,JFK,MCOJFK,99,4
2224,MCO,LAS,MCOLAS,25,0
2225,MCO,LAX,MCOLAX,28,0
2226,MCO,LGA,MCOLGA,100,7
2227,MCO,LIT,MCOLIT,4,0
2228,MCO,MCI,MCOMCI,19,0
2229,MCO,MDT,MCOMDT,3,0
2230,MCO,MDW,MCOMDW,39,25
2231,MCO,MEM,MCOMEM,7,0
2232,MCO,MHT,MCOMHT,11,2
2233,MCO,MIA,MCOMIA,29,0
2234,MCO,MKE,MCOMKE,23,9
2235,MCO,MSP,MCOMSP,17,0
2236,MCO,MSY,MCOMSY,16,0
2237,MCO,OKC,MCOOKC,1,0
2238,MCO,OMA,MCOOMA,4,0
2239,MCO,ORD,MCOORD,77,24
2240,MCO,ORF,MCOORF,9,0
2241,MCO,PDX,MCOPDX,1,0
2242,MCO,PHL,MCOPHL,86,1
2243,MCO,PHX,MCOPHX,28,0
2244,MCO,PIT,MCOPIT,25,3
2245,MCO,PSE,MCOPSE,13,0
2246,MCO,PVD,MCOPVD,33,5
2247,MCO,PWM,MCOPWM,2,0
2248,MCO,RDU,MCORDU,30,0
2249,MCO,RIC,MCORIC,18,0
2250,MCO,ROC,MCOROC,6,0
2251,MCO,SAN,MCOSAN,12,0
2252,MCO,SAT,MCOSAT,13,0
2253,MCO,SDF,MCOSDF,9,0
2254,MCO,SEA,MCOSEA,13,1
2255,MCO,SFO,MCOSFO,14,0
2256,MCO,SJU,MCOSJU,104,0
2257,MCO,SLC,MCOSLC,20,0
2258,MCO,STL,MCOSTL,32,6
2259,MCO,SWF,MCOSWF,13,2
2260,MCO,SYR,MCOSYR,16,1
2261,MCO,TYS,MCOTYS,1,0
2262,MDT,ATL,MDTATL,6,0
2263,MDT,CLT,MDTCLT,6,5
2264,MDT,DTW,MDTDTW,13,1
2265,MDT,IAD,MDTIAD,0,0
2266,MDT,MCO,MDTMCO,2,0
2267,MDT,ORD,MDTORD,47,20
2268,MDW,ABQ,MDWABQ,8,4
2269,MDW,ALB,MDWALB,20,7
2270,MDW,ATL,MDWATL,50,17
2271,MDW,AUS,MDWAUS,13,7
2272,MDW,BDL,MDWBDL,23,8
2273,MDW,BHM,MDWBHM,18,5
2274,MDW,BNA,MDWBNA,45,21
2275,MDW,BOS,MDWBOS,18,14
2276,MDW,BUF,MDWBUF,16,12
2277,MDW,BWI,MDWBWI,52,24
2278,MDW,CLE,MDWCLE,30,21
2279,MDW,CLT,MDWCLT,19,8
2280,MDW,CMH,MDWCMH,41,17
2281,MDW,DEN,MDWDEN,77,29
2282,MDW,DTW,MDWDTW,43,16
2283,MDW,EWR,MDWEWR,52,21
2284,MDW,FLL,MDWFLL,31,7
2285,MDW,HOU,MDWHOU,49,19
2286,MDW,IND,MDWIND,14,7
2287,MDW,LAS,MDWLAS,63,25
2288,MDW,LAX,MDWLAX,45,17
2289,MDW,MCI,MDWMCI,47,35
2290,MDW,MCO,MDWMCO,65,23
2291,MDW,MHT,MDWMHT,20,8
2292,MDW,MSP,MDWMSP,72,26
2293,MDW,MSY,MDWMSY,15,11
2294,MDW,OAK,MDWOAK,21,9
2295,MDW,OMA,MDWOMA,29,13
2296,MDW,ORF,MDWORF,13,4
2297,MDW,PDX,MDWPDX,10,4
2298,MDW,PHL,MDWPHL,39,22
2299,MDW,PHX,MDWPHX,55,19
2300,MDW,PIT,MDWPIT,31,21
2301,MDW,PVD,MDWPVD,16,3
2302,MDW,RDU,MDWRDU,22,12
2303,MDW,RSW,MDWRSW,25,14
2304,MDW,SAN,MDWSAN,27,13
2305,MDW,SAT,MDWSAT,16,7
2306,MDW,SDF,MDWSDF,17,10
2307,MDW,SEA,MDWSEA,24,7
2308,MDW,SFO,MDWSFO,32,5
2309,MDW,SJC,MDWSJC,12,4
2310,MDW,SLC,MDWSLC,23,9
2311,MDW,SMF,MDWSMF,8,2
2312,MDW,STL,MDWSTL,39,29
2313,MDW,TPA,MDWTPA,30,12
2314,MDW,TUS,MDWTUS,9,4
2315,MEM,ATL,MEMATL,24,1
2316,MEM,BWI,MEMBWI,6,1
2317,MEM,CLT,MEMCLT,14,0
2318,MEM,DCA,MEMDCA,7,5
2319,MEM,DEN,MEMDEN,12,0
2320,MEM,DFW,MEMDFW,31,4
2321,MEM,DTW,MEMDTW,0,0
2322,MEM,EWR,MEMEWR,12,0
2323,MEM,FLL,MEMFLL,3,0
2324,MEM,IAH,MEMIAH,18,0
2325,MEM,LAS,MEMLAS,1,0
2326,MEM,LAX,MEMLAX,3,0
2327,MEM,LGA,MEMLGA,36,1
2328,MEM,MCO,MEMMCO,2,0
2329,MEM,MIA,MEMMIA,2,1
2330,MEM,MSP,MEMMSP,13,0
2331,MEM,ORD,MEMORD,28,19
2332,MEM,PHL,MEMPHL,4,0
2333,MEM,PHX,MEMPHX,7,0
2334,MEM,TPA,MEMTPA,3,1
2335,MFE,DFW,MFEDFW,30,5
2336,MFE,IAH,MFEIAH,19,1
2337,MFR,DEN,MFRDEN,12,0
2338,MFR,LAS,MFRLAS,1,1
2339,MFR,PHX,MFRPHX,10,0
2340,MFR,SFO,MFRSFO,41,11
2341,MFR,SLC,MFRSLC,1,0
2342,MGM,ATL,MGMATL,29,1
2343,MHT,ATL,MHTATL,0,0
2344,MHT,BWI,MHTBWI,15,9
2345,MHT,CLT,MHTCLT,6,6
2346,MHT,DCA,MHTDCA,10,9
2347,MHT,DTW,MHTDTW,5,1
2348,MHT,EWR,MHTEWR,3,2
2349,MHT,MCO,MHTMCO,12,5
2350,MHT,MDW,MHTMDW,4,9
2351,MHT,PHL,MHTPHL,4,0
2352,MHT,TPA,MHTTPA,3,2
2353,MIA,ATL,MIAATL,90,2
2354,MIA,BDL,MIABDL,7,1
2355,MIA,BNA,MIABNA,17,1
2356,MIA,BOS,MIABOS,41,9
2357,MIA,BWI,MIABWI,13,0
2358,MIA,CLE,MIACLE,12,1
2359,MIA,CLT,MIACLT,61,0
2360,MIA,CMH,MIACMH,10,2
2361,MIA,CVG,MIACVG,16,0
2362,MIA,DCA,MIADCA,47,3
2363,MIA,DEN,MIADEN,41,0
2364,MIA,DFW,MIADFW,49,1
2365,MIA,DTW,MIADTW,24,2
2366,MIA,EGE,MIAEGE,1,0
2367,MIA,EWR,MIAEWR,75,0
2368,MIA,GSO,MIAGSO,7,1
2369,MIA,IAD,MIAIAD,1,0
2370,MIA,IAH,MIAIAH,45,1
2371,MIA,IND,MIAIND,14,0
2372,MIA,JAX,MIAJAX,13,0
2373,MIA,JFK,MIAJFK,83,0
2374,MIA,LAS,MIALAS,24,0
2375,MIA,LAX,MIALAX,34,0
2376,MIA,LGA,MIALGA,129,3
2377,MIA,MCI,MIAMCI,8,0
2378,MIA,MCO,MIAMCO,33,0
